min_messages,num_users,top_1_acc,top_5_acc
10,232,0.5877192982456141,0.7192982456140351
20,232,0.5877192982456141,0.7192982456140351
30,232,0.5877192982456141,0.7192982456140351
40,232,0.5877192982456141,0.7192982456140351
50,232,0.5877192982456141,0.7192982456140351
75,232,0.5877192982456141,0.7192982456140351
100,232,0.5877192982456141,0.7192982456140351
200,118,0.6140350877192983,0.7368421052631579
500,60,0.7333333333333333,0.8166666666666667
1000,31,0.8387096774193549,0.9032258064516129
